Batch Number,Plant Date,Class,Fresh_weight,Head_weight,Radia_Diameter,Polar_diameter,diameter_ratio,no_of_days,Density,Leaf_area,Square_ID,Check_Date,Day_to_check,Humidity,Temperature
598,7/1/2020,1,343,47,80,80,1,7,0.175319117,253,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,5,393,60,80,80,1,7,0.223811639,214,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,4,446,28,50,65,0.769230769,7,0.329083452,207,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,5,394,37,70,80,0.875,7,0.180267334,210,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,4,330,25,70,70,1,7,0.139202574,233,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,5,432,64,60,65,0.923076923,7,0.522354685,226,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,3,318,25,55,60,0.916666667,7,0.263066022,204,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,2,338,60,80,80,1,7,0.223811639,186,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,5,266,22,60,60,1,7,0.194522708,194,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,4,216,28,65,70,0.928571429,7,0.180815083,200,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,3,250,39,80,80,1,7,0.145477565,188,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,5,329,40,70,70,1,7,0.222724119,178,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,5,270,5,35,40,0.875,7,0.194883604,135,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,1,238,19,50,50,1,7,0.290298616,160,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,1,200,18,60,60,1,7,0.159154943,131,484,7/31/2020,7/7/2020,92.3,16.5
598,7/1/2020,3,238,14,50,55,0.909090909,7,0.194458403,136,484,7/31/2020,7/7/2020,92.3,16.5
590,6/29/2020,5,579,173,135,80,1.6875,10,0.22661568,526,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,5,457,111,105,85,1.235294118,10,0.22621783,423,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,2,495,210,125,90,1.388888889,10,0.285205658,415,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,523,160,105,85,1.235294118,10,0.326079755,447,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,5,531,152,105,90,1.166666667,10,0.292566003,481,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,556,150,105,80,1.3125,10,0.324806006,396,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,5,493,75,95,80,1.1875,10,0.198392588,366,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,386,100,80,80,1,10,0.373019398,395,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,1,532,147,110,85,1.294117647,10,0.272969684,343,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,3,529,196,125,85,1.470588235,10,0.281850297,396,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,2,431,108,85,80,1.0625,10,0.356859526,280,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,447,114,80,85,0.941176471,10,0.400227872,272,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,523,157,110,85,1.294117647,10,0.29153905,315,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,1,416,61,80,85,0.941176471,10,0.214157019,314,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,3,550,196,115,90,1.277777778,10,0.314498993,298,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,285,70,80,80,1,10,0.261113579,237,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,3,365,66,90,80,1.125,10,0.194522708,248,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,3,293,42,70,70,1,10,0.233860325,219,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,5,300,69,80,80,1,10,0.257383385,224,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,2,286,55,75,75,1,10,0.248989067,239,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,209,23,50,50,1,10,0.351414114,194,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,244,43,75,80,0.9375,10,0.182497668,183,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,167,4,35,35,1,10,0.178179295,168,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,2,250,45,75,70,1.071428571,10,0.218269636,171,375,7/31/2020,7/7/2020,70.7,14.85
590,6/29/2020,4,115,7,35,35,1,10,0.311813766,175,375,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,4,299,14,55,55,1,10,0.160709424,306,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,3,289,23,55,55,1,10,0.264022625,326,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,2,363,82,80,80,1,10,0.305875906,321,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,2,267,30,65,60,1.083333333,10,0.226018854,327,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,3,269,25,60,60,1,10,0.221048532,322,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,4,268,17,50,50,1,10,0.259740867,259,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,5,254,25,60,65,0.923076923,10,0.204044799,293,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,2,266,20,50,60,0.833333333,10,0.254647909,296,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,3,272,13,50,55,0.909090909,10,0.180568517,261,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,5,254,22,60,60,1,10,0.194522708,274,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,1,219,19,55,55,1,10,0.218105647,226,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,4,243,23,55,60,0.916666667,10,0.24202074,219,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,4,240,12,50,55,0.909090909,10,0.166678631,252,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,1,255,15,50,55,0.909090909,10,0.208348289,236,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,4,216,16,40,45,0.888888889,10,0.424413182,233,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,5,192,6,30,25,1.2,10,0.509295818,177,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,5,209,7,40,40,1,10,0.208890863,158,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,3,151,2,20,20,1,10,0.477464829,175,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,5,195,6,40,40,1,10,0.179049311,189,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,1,245,20,50,55,0.909090909,10,0.277797719,173,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,4,169,2,20,25,0.8,10,0.381971863,153,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,2,40,1,10,10,1,10,1.909859317,107,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,3,142,2,20,25,0.8,10,0.381971863,161,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,3,83,1,15,15,1,10,0.565884242,93,578,7/31/2020,7/7/2020,70.7,14.85
589,6/29/2020,1,46,1,10,10,1,10,1.909859317,99,578,7/31/2020,7/7/2020,70.7,14.85
